day.dec,latitude,N/S,longitude,E/W,GPSfix,NSats,HDOP,elevation
736382.6771180555,37.905623166666665,N,107.70790983333333,W,1,8,1.34,3348.5
736382.6771296297,37.90562366666666,N,107.70790883333333,W,1,8,1.34,3348.8
736382.6771412037,37.90562516666667,N,107.70790883333333,W,1,8,1.34,3349.2
736382.6771527778,37.905626,N,107.70790783333334,W,1,8,1.34,3349.2
736382.6771643518,37.905626,N,107.70790783333334,W,1,8,1.34,3348.8
736382.6771759259,37.90562666666667,N,107.70790983333333,W,1,8,1.34,3349.1
736382.6771875,37.90562633333333,N,107.70791016666666,W,1,8,1.34,3349.1
736382.6771990741,37.905626833333336,N,107.70790783333334,W,1,8,1.34,3349.0
736382.6772106482,37.905626,N,107.7079055,W,1,8,1.34,3348.7
736382.6772222222,37.905624,N,107.707907,W,1,8,1.34,3348.8
736382.6772337963,37.905622666666666,N,107.7079065,W,1,8,1.34,3348.5
736382.6772453703,37.905623166666665,N,107.707904,W,1,8,1.34,3348.2
736382.6772569445,37.905622666666666,N,107.7079025,W,1,8,1.34,3347.9
736382.6772685185,37.905623166666665,N,107.70790066666666,W,1,8,1.34,3347.8
736382.6772800926,37.90562166666667,N,107.7079005,W,1,8,1.34,3347.5
736382.6772916666,37.90562333333333,N,107.70789933333333,W,1,8,1.34,3347.9
736382.6773032408,37.905620666666664,N,107.70789933333333,W,1,8,1.34,3347.6
736382.6773148148,37.905621833333335,N,107.707899,W,1,8,1.34,3347.1
736382.6773263889,37.90562233333333,N,107.7078985,W,1,8,1.34,3346.4
736382.677337963,37.90562383333334,N,107.70789816666667,W,1,8,1.34,3346.2
736382.677349537,37.90562416666667,N,107.70789683333334,W,1,8,1.34,3345.5
736382.6773611112,37.90562416666667,N,107.707897,W,1,8,1.34,3345.4
